1672-2779（2018）-18-0009-03,王青,二等奖,北京中医药大学,增强现实技术在中医学教育中的应用研究*,刘旭初* 尹瑞英 万倩茹 曾凡宇,戴冰星
1672-2779（2018）-08-0073-03,李佳,二等奖,河南中医药大学针灸推拿学院,王祥麒教授培土生金法之甘平、甘凉、甘温治疗肺癌经验,王祥麒*,姬卫国
1672-2779（2018）-05-0101-02,刘岩,二等奖,沈阳市中环中医院中医科,丹参川芎汤对冠心病伴心绞痛患者血清hs-CRP及IL-18水平影响,,王淑云
1672-2779（2018）-12-0073-02,黄震洲,二等奖,呼和浩特市蒙医中医医院黄海波全国名老中医药专家,黄海波教授从“湿、热、瘀”诊治“输卵管阻塞性不孕”经验采菁,张龙梅 荣宝山*,钱占红
1672-2779（2018）-06-0071-03,熊延熙,二等奖,江西中医药大学基础医学院,天王补心丹源流发展中的若干问题探疑*,黄勇进 丁舸*,丁涛
1672-2779（2018）-13-0120-03,陈辉,二等奖,福建中医药大学附属南平市人民医院肾内科,中西医结合治疗慢性肾脏病3-4期临床疗效观察,陈朝霞 秦振华,叶明华
1672-2779（2018）-11-0098-02,张胜利,三等奖,枣庄通晟实业有限公司医院中医科,难治性肾病综合征的中医治疗效果,,王伟
1672-2779（2018）-20-0080-03,窦学俊,二等奖,山东中医药大学图书,信息素养概念的儒家思想解读*,高巧林* 栾世杰 刘珊珊,刘春华
1672-2779（2018）-12-0079-03,陈旭,二等奖,河南中医药大学硕士研究生2016级,冯志海教授从肝论治汗证思想浅析,冯志海* 宁少华,冯志海
1672-2779（2018）-11-0110-03,邵丽郡,二等奖,河南中医药大学第二临床医学院,宣窍健脾配方颗粒治疗小儿风热壅窍型耳胀疗效观察,郭丹* 孙麦青3,赵丹丹
1672-2779（2018）-16-0105-02,马超,二等奖,天津中医药大学研究生院,中医药联合阿片类药物治疗癌痛,阎丽珠*,郭庆伟
1672-2779（2018）-01-0008-03,关兆华,二等奖,南方医科大学中医药学院,经络腧穴学混合教学中融入临床技能的探索,曲姗姗 钟正 黄泳 肖炜 杨路*,陈静
1672-2779（2018）-22-0082-02,邓陈英,三等奖,南昌市洪都中医院针灸科,“胃不和则卧不安”理论在推拿治疗小儿夜啼中的应用,胡秀武* 刘建武 梅澜君 闵阿鹏,万国强
1672-2779（2018）-11-0009-03,张志星,二等奖,辽宁中医药大学针灸推拿学院,角色互换结合微课在针灸学教学中的应用探讨*,张小卿 董宝强 陈以国 李春日*,随月皎
1672-2779（2018）-12-0005-03,崔家鹏,二等奖,辽宁中医药大学基础医学院,头脑风暴讨论式教学法在中医基础理论课程中的运用,倪菲 袁东超 杨茗茜 王彩霞*,陈彦君
1672-2779（2018）-17-0005-03,倪菲,二等奖,辽宁中医药大学基础医学院,对分课堂教学理念应用于中医术语学人才培养的实践探索*,于睿 王彩霞 崔家鹏* 袁东超 杨茗茜 曲金桥 陈彦君,张欢
1672-2779（2018）-02-0139-02,赵嘉,三等奖,中国医科大学附属第一医院重症医学科,慢性支气管炎患者治疗中应用化痰祛瘀汤的疗效及中医护理,,刘玉春
1672-2779（2018）-04-0135-02,刘冰,二等奖,中国医科大学附属第一医院胃肠肿瘤外,中药足浴联合穴位贴敷提高胃癌患者术前睡眠质量的临床效果,,张猛
1672-2779（2018）-15-0021-03,李佳凝,二等奖,华北理工大学中医学院,多元融合实践教学模式在中医美容学教学中的应用*,武淑娟 虞跃跃 孙娜 齐峰 崔健美*,王洪彬
1672-2779（2018）-18-0056-03,王宏伟,二等奖,沈阳市西城中医医院中医科,天麻钩藤饮治疗H型高血压的疗效及其对血流变学的影响,,赵永涛
1672-2779（2018）-05-0033-03,王淑娟,二等奖,辽宁中医药大学针灸推拿学院,构建形成性评测模式，全面提升针灸学教学质量*,苏妆,刘兴
1672-2779（2018）-07-0086-04,钱兆丰,三等奖,河南中医药大学硕士研究生2015级,王付教授运用乌头汤经验探索,王付*,郑丽
1672-2779（2018）-19-0110-02,黄敬泉,三等奖,江西省兴国县人民医院感染内科,膈下逐瘀汤联合肝病治疗仪治疗乙肝肝硬化疗效观察*,王传香 黄平,蒋卫民
1672-2779（2018）-04-0153-03,宋博群,三等奖,天津中医药大学研究生院,甲状腺疾病在恶性肿瘤患者中的分布特点,张蕴超*,张蕴超
1672-2779（2018）-14-0012-03,杨俊杰,二等奖,信阳农林学院生物与制药工程学院,应用型本科高校《制药工程原理与设备》课程改革的研究与实践*,潘岩 陈重,郭心灵
1672-2779（2018）-01-0030-03,董正平,二等奖,滨州医学院中西医结合学院,论经方医学在当代中医师承教育中的优势,叶蕾 王斌胜 王醊恩 于晓飞 王科军 丁晓洁*,杨毅
1672-2779（2018）-03-0063-03,孙远,二等奖,天津中医药大学中医学院,皇甫谧不仕缘由考*,杨一涵 许彪 吴倩 顾天娇 张禾佳 李晓康 王泓午 李德杏*,周波
1672-2779（2018）-13-0130-03,刘依,二等奖,北京中医药大学东直门医院东区内分泌科,雷火灸对膝骨关节炎的研究发展,汤娜 曹柏龙,缪娟
1672-2779（2018）-05-0151-04,徐亚,二等奖,上海中医药大学岳阳临床医学院,中医药治疗2型糖尿病脂代谢异常的临床研究进展*,郑敏*,陈珊
1672-2779（2018）-03-0070-03,王小梅,三等奖,上海中医药大学附属岳阳中西医结合医院内科,张振贤教授治疗病毒性心肌炎伴左室扩大验案分析*,张振贤*,徐亚
1672-2779（2018）-08-0063-03,王春榆,二等奖,上海中医药大学曙光临床医学院,从气络病变探讨特发性肺间质纤维化的治疗*,张炜*,张炜
1672-2779（2018）-14-0070-03,张君成,二等奖,黑龙江省中医药科学院南岗分院呼吸科,杨质秀教授治疗感冒后咳嗽经验,杨质秀 许宏连 韩迪 李燕 王立民 陆旭之 杨一冰 马雪宁,杨质秀
1672-2779（2018）-11-0158-03,郭萌萌,二等奖,上海中医药大学岳阳临床医学院,中医药治疗肥胖2型糖尿病的进展研究,郑敏,张强
1672-2779（2018）-17-0028-02,徐丽伟,二等奖,长春中医药大学附属医院肿瘤血液科,医学院校临床实践教学的现状与对策分析,陈云峰,陈漉
1672-2779（2018）-09-0106-03,刘德华,二等奖,兖矿集团总医院药剂科,中药炮制方法对其临床应用疗效的影响研究,,王欣
1672-2779（2018）-01-0069-03,刘跃平,二等奖,河北省平山县中医院内科,中医治未病思想在2型糖尿病患者血糖管理中的作用,王海娟 刘烨,王素霞
1672-2779（2018）-08-0016-02,王威,二等奖,长春中医药大学附属医院急诊ICU科,高等中医院校心肺复苏情景式实训的研究与实践※,王雪娇 贺文静 吴秋成*,房莉
1672-2779（2018）-13-0067-03,任路平,二等奖,河南中医药大学研究生2017级,中医“和”法治疗肿瘤的重要性,高雪云 杨亚琴* 姚嘉良,郭军辉
1672-2779（2018）-23-0083-02,范红英,三等奖,南昌市湾里区妇幼保健计划生育服务中心妇科,艾叶复方中药提取液加热挥发用于妇科病房空气消毒的效果,毛红妹,魏丹芳
1672-2779（2018）-06-0018-03,黄琼,二等奖,湖北民族学院医学院,《中医基础理论》绪论教学心得,,谢慧臣
1672-2779（2018）-05-0058-04,朱光容,三等奖,黑龙江中医药大学硕士研究生2016级,内服仙方活命饮治疗早期肛周脓肿临床疗效的Meta分析,周鸿 程丽敏,程丽敏
1672-2779（2018）-14-0093-04,孙灵芝,二等奖,山东中医药大学附属医院脑病科,侧脑室注射EGb 761 对MCAO大鼠神经细胞凋亡的影响,孟苗苗* 刘芹 曹晓岚,徐向青
1672-2779（2018）-16-0057-03,马垟垟,二等奖,河南中医药大学第二临床医学院,方玉甫教授运用潜阳封髓丹治疗痤疮经验,方玉甫*,宋坤
1672-2779（2018）-12-0118-03,王凯丽,二等奖,河南中医药大学第二临床医学院,小陷胸汤加减治疗社区获得性肺炎（痰热壅肺证）疗效观察,孟泳,甘德堃
1672-2779（2018）-13-0138-02,孙巍巍,二等奖,大连市中医医院脑病科,盆底肌训练联合中药熨烫干预中风排尿障碍患者的护理观察*,孙宏伟 周淑华,周禹辰
1672-2779（2018）-12-0026-03,何小莲,二等奖,广州中医药大学第一附属医院医技科,PBL联合探究式教学模式在心电图教学中的效果评估,王嵩 潘竞霞,余修龄
1672-2779（2018）-06-0006-02,张小卿,二等奖,辽宁中医药大学针灸推拿学院,关于中西医结合高层次美容人才的培养及教育教学改革的探讨*,吴景东 王俊 隋月皎,张淼
1672-2779（2018）-13-0077-03,白玉忠,三等奖,吉林省扶余市三骏乡苏家村卫生室,蔡长福用经方诊治肺癌学术思想经验,何乃举 季清华 谭长涛 邵爱华 张丽萍 李明松 朴武军 蔡文举,何乃举
1672-2779（2018）-14-0072-03,栗宁,二等奖, 河南中医药大学硕士研究生2017级,孙晓娜教授辩证运用中西医结合方法治疗功能性消化不良,孙晓娜,王宁
1672-2779（2018）-09-0091-03,贾剑威,三等奖,河南中医药大学第一临床医学院,卢跃卿教授辩治IgA肾病经验,张文*,邢海燕
1672-2779（2018）-16-0089-02,杨廷勇,三等奖,山东省枣庄市峄城区古邵镇中心卫生院中医内科,气阴两虚证快速性心律失常患者采用平心定悸汤的临床治疗研究,,张静
1672-2779（2018）-19-0034-03,陈广鸿,二等奖,南方医科大学中医药学院,医学交互式教学及其评价标准初探*,罗慧燕 李语婕 李玉莹 黄泳*,张继苹
1672-2779（2018）-08-0026-04,刘琼,二等奖,湖北中医药大学中医临床学院,形成性评价在《中国医学史》教学中的应用,李成年* 杨云松 王玲 孙易娜,熊斌
1672-2779（2018）-20-0032-02,殷霁虹,二等奖,上海中医药大学附属岳阳中西医结合医院老年科,标准化病人提高医学生医患沟通能力培养的研究*,陈咸川*,陈咸川
1672-2779（2018）-14-0014-03,储继军,二等奖,安徽中医药大学第一附属医院妇科,中医院校规范化培训制度下中医妇科实践教学思路探讨*,苏婷,韩燕全
1672-2779（2018）-11-0024-03,刘沐琳,二等奖,湖南中医药大学医学院,病理科研兴趣小组—低年级医学本科生新学习模式探索*,颜志盈1 徐子衍 张盈盈 谭滢 陈丽*  周忠志*,胡梅
1672-2779（2018）-06-0137-03,李赵荣,二等奖,江西省儿童医院小儿康复中心,椎针结合推拿治疗痉挛性脑瘫（肝强脾弱型）60例疗效分析,张慧珍 李清 洪恩四,吴浪龙
1672-2779（2018）-07-0032-02,吴若霞,二等奖,湖南中医药大学中西结合重点学科,以重点学科为依托 培养本科生科研创新能力的探索与实践*,吴若霞 刘慧萍 葛金文 任婷 林检生*,任婷
1672-2779（2018）-13-0062-03,刘玫,三等奖,兰州市七里河区妇幼保健站老年人慢性病管理科,中医治未病在社区公共卫生服务中医药健康管理服务中的应用,,李复耀
1672-2779（2018）-22-0072-02,贾云洛,二等奖,长春中医药大学研究生院,黄永生教授治疗阵发性房颤验案,黄永生 李证,王特
1672-2779（2018）-17-0058-03,郑明井,三等奖,福建省明溪县中医院药剂科,近几年中药半夏在我院临床应用情况分析,,陈文元
1672-2779（2018）-04-0112-03,王飞雪,二等奖,大连市中医医院内四病房,益气养阴法联合TP方案治疗乳腺癌术后患者的疗效观察,,李洵
1672-2779（2018）-16-0005-03,牟玲丽,二等奖,湖南师范大学医学院,生药学课程中PBL结合人文教学的应用与效果分析*,冯星 许藏藏 罗琼,邓远雄
1672-2779（2018）-13-0144-02,刘冰,二等奖,大庆市中医医院儿科,中西医护理在小儿病毒性心肌炎护理中的价值分析,,梁巍
1672-2779（2018）-06-0135-02,张卓,二等奖,锦州石化医院骨科,小针刀松解臭氧玻璃酸钠关节腔注射联合中药外敷治疗膝骨关节炎,,夏楠
1672-2779（2018）-02-0090-03,吴晓玲,二等奖,肇庆医学高等专科学校基础医学部,柴胡疏肝散对抑郁症大鼠行为学及旷场实验的影响*,张贵锋*,王芳
1672-2779（2018）-03-0145-04,黄小鸥,二等奖,广西中医药大学附属瑞康医院药学部,铁皮石斛的药理研究新进展,莫可元,陆翠林
1672-2779（2018）-04-0067-02,杨天翼,三等奖,北京市怀柔区中医医院消化科,杜长海从肝论治反流性食管炎经验*,宗湘裕 杜长海 于雪飞,李海燕
1672-2779（2018）-05-0030-04,彭海燕,二等奖,南京中医药大学第一临床医学院,基于多学科合作模式的中医内科学教学改革思路与实践*,周恩超 方祝元*,章永红
1672-2779（2018）-05-0003-03,常学辉,二等奖,河南中医药大学第二临床医学院教学办,浅议高等学校教学督导中督导与被督导者关系*,李天佛,张良芝
1672-2779（2018）-18-0119-06,金海鹏,二等奖,北京中医药大学厦门医院针灸科,生熟白芥子不同配比三伏灸协定处方对支气管哮喘有效性及皮肤反应的临床观察*,王永 李相良 叶清景 谢俊杰 陈学勤 耿学斯*,施莹
1672-2779（2018）-09-0122-03,郑约保,二等奖,福建中医药大学附属康复医院针灸科,电针廉泉、率谷穴治疗脑卒中后运动性失语的临床研究*,林淑芳,洪昆达
1672-2779（2018）-24-0110-03,杨屾,三等奖,北京市昌平区中西医结合医院骨伤诊疗中心,柔肝熄风法治疗风阳上扰型颈性眩晕的临床观察,李金学,苏永强
1672-2779（2018）-23-0120-03,薛军丽,二等奖,山西省中西医结合医院风湿科,复合超声导药联合甲氨蝶呤治疗类风湿关节炎疗效观察,燕茹,翟丽娟
1672-2779（2018）-01-0093-02,王蓓,三等奖,山西中医药大学基础医学院医古文教研室,近代山西民间社团对中医发展的贡献,周路红* 明易,薛芳芸
1672-2779（2018）-18-0021-02,蒋旭萍,三等奖,江西省赣州市人民医院神经内科,临床案例讨论结合PBL教学法在危重症学科护理带教中的应用效果分析,,张春英
1672-2779（2018）-01-0013-03,郝二伟,二等奖,广西中医药大学广西中药药效研究重点实验室,科研反哺教学在中药学教学中的实施*,侯小涛 弓艳玲 施学丽 邓家刚*,邓树林
1672-2779（2018）-05-0076-03,黎崇裕,二等奖,珠海市中西医结合医院名中医工作室/ 中医治未病科,刘志龙教授治疗2型糖尿病的中医临床艺术*,李俊 吴小秋 刘志龙#,罗夕佳
1672-2779（2018）-01-0024-04,李绍林,二等奖,广东食品药品职业学院中药学院,信息化教学设计在高职中药炮制课程中的应用与实践,段启* 赵珍东 汪小根 周国洪,梁永枢
1672-2779（2018）-09-0037-03,何颖,二等奖,广州医科大学附属第一医院中医科,如何激发学生学习中医理论的兴趣,,陈建雄
1672-2779（2018）-08-0022-04,何颖,二等奖,广州医科大学附属第一医院中医科,初探微视频在刺灸法操作教学中的应用*,李桂元 刘昌盛 童娟*,陈建雄
1672-2779（2018）-11-0080-03,王彬,二等奖,广州中医药大学马克思主义学院,从《孙子兵法 虚实篇》看中医的虚实病证,刘增秀,刘霁堂
1672-2779（2018）-07-0105-02,于雪飞,二等奖,北京市顺义区仁和镇卫生院,血络康足浴治疗糖尿病周围神经病变的社区疗效评价,杨天翼 于波 姚震生 朱立君 康立华 陈弘东 贺仲晨#,尹冬青
1672-2779（2018）-01-0061-03,刘应科,一等奖,北京市和平里医院儿科,孙氏小儿咳喘方治疗风燥型小儿支气管炎的临床疗效观察*,王秋莉 杨晔 范菲 张辰 白万红,李爱科
1672-2779（2018）-14-0112-03,刘金凤,三等奖,北京市朝阳区东风社区卫生服务中心中医康复科,中药保留灌肠治疗盆腔炎性疾病后遗症的临床研究,,戴金素
1672-2779（2018）-01-0135-02,刘美青,三等奖,赣南医学院第一附属医院神经内科,中西医结合护理干预对急性缺血性脑卒中患者预后的改善作用,,黄坚
1672-2779（2018）-19-0043-03,刘诗怡,二等奖,广州中医药大学第一附属医院急诊科,中医专业专科医师急诊科岗前培训重点难点分析,辛莉,刘南
1672-2779（2018）-12-0116-03,杨东新,二等奖,广东省妇幼保健院儿科,甘草泻心汤合清胃散加味方治疗疱疹性龈口炎湿热蕴毒证疗效观察,王波 苏海浩 戴慧敏 林健瑶 张恒山,葛金玲
1672-2779（2018）-13-0028-03,周坚,二等奖,广州中医药大学第一附属医院乳腺肛肠科,三明治案例分析的教学模式在临床肠梗阻教学中的应用,王鑫 韩杰,王小俊
1672-2779（2018）-22-0012-03,程静,二等奖,湖北中医药大学基础医学院中医基础理论教研室,PBL教学法在《中医基础理论》课程中应用的优势、困境与对策*,王朝阳 冯新玲 李娜 石和元*,孔明望
1672-2779（2018）-12-0044-03,王秀丽,二等奖,北京中医药大学中药学院,“一带一路”战略下中药制药专业实践教学模式的构建*,马群*,王春国
1672-2779（2018）-13-0064-03,谭明琴,三等奖,淄博矿业集团有限责任公司中心医院中医科,丹红注射液对于高血压的脂代谢调控作用研究,王燕*,高辉
1672-2779（2018）-07-0144-03,刘艳珣,二等奖,枣庄市妇幼保健院眼科,中医穴位按摩结合心理干预对白内障患者的治疗依从性及满意度的影响,,姜丽
1672-2779（2018）-22-0086-03,唐琦,二等奖,湖南中医药大学第二附属医院骨伤五科,基于IKKβ/NF-κB信号通路探讨丹紫康膝冲剂对大鼠膝骨关节炎的影响*,董大立*,谢义松
1672-2779（2018）-24-0092-02,罗燕,三等奖,湖北省荆门市中医医院耳鼻咽喉头颈外科,五行音乐疗法配合穴位按摩在耳鸣患者中的临床观察,,杨华晖
1672-2779（2018）-23-0003-03,杨茗茜,二等奖,辽宁中医药大学基础医学院,基于术语规范化的《黄帝内经》教学设想*,王彩霞 崔家鹏 李可大 袁东超 倪菲 李思琦 陈彦君,季康寿
1672-2779（2018）-02-0057-02,于慧,三等奖,昌图县中心医院肿瘤二科,甘草泻心汤治疗肿瘤化疗后消化道反应的临床疗效,,杨海鹤
1672-2779（2018）-03-0055-02,于慧,三等奖,昌图县中心医院肿瘤二科,柴胡加龙骨牡蛎汤加减治疗肿瘤化疗后并发抑郁症的临床疗效,,杨海鹤
1672-2779（2018）-17-0125-02,潘小凤,三等奖,南宁市武鸣区中医医院脑病科,壮药酊联合手指点穴对气虚血瘀型中风恢复期37例*,陆廷信 韦月梅,梁振兴
1672-2779（2018）-13-0014-03,尹漾阳,二等奖,湖北中医药大学基础医学院病理学教研室,开放式实验教学模式在中医药院校病理学中的应用初探*,王秀莲 熊凡 李萍 姜霞 许湘 富青,姜霞
1672-2779（2018）-13-0014-03,尹漾阳,二等奖,湖北中医药大学基础医学院病理学教研室,开放式实验教学模式在中医药院校病理学中的应用初探*,王秀莲 熊凡 李萍 姜霞 许湘 富青,姜霞
1672-2779（2018）-12-0050-03,吕凌1,二等奖,辽宁中医药大学中医文献研究院,新时期中医学教师教学能力提升的前导动力,,王宏利
1672-2779（2018）-24-0001-03,刘光颖,二等奖,中国医科大学附属第一医院中医科,PBL教学联合翻转课堂中医学教学中的应用*,李晓晨 张杰*,张杨
1672-2779（2018）-12-0155-04,孙冬莉,二等奖,大连大学附属中山医院妇产科,药物治疗异位妊娠作用机理的研究进展,邓高丕,曲晖
1672-2779（2018）-22-0104-03,孙冬莉,二等奖,大连大学附属中山医院妇产科,中医药治疗先兆流产40例临床体会,曲晖 阎红云,马荣芳
1672-2779（2018）-04-0141-02,程华丽,三等奖,沈阳市苏家屯区中心医院妇产科,综合中医护理干预治疗产后乳汁分泌不足的研究,,吴凤娟
1672-2779（2018）-17-0065-03,刘宏,二等奖,辽宁中医药大学针灸推拿学院,脑为元神之府学说对深层心理学的贡献,,李成林
1672-2779（2018）-22-0113-03,钟喜艳,三等奖,南昌市洪都中医院骨科,中医定向透药疗法对减轻骨折后肢体肿胀的疗效观察,刘筠,方琴
1672-2779（2018）-16-0064-03,付达,二等奖,石家庄市中医院心病一科,气机通降在辨治心力衰竭中的意义*,刘 真 郝晓丹,王强
1672-2779（2018）-08-0042-03,徐璐娜,二等奖,浙江医药高等专科学校中药学院,浅谈高职院校有关中药检验的实验教学改革, 陈云 夏苗芬*,王蕾
1672-2779（2018）-01-0049-03,沈湛云,三等奖,浙江医药高等专科学校中药学院,基于“以生为本”的非中药专业《中药鉴定技术》分类分层教学研究,喻晓雁,喻晓雁
1672-2779（2018）-12-0135-03,杨岚清,二等奖,湖南中医药大学中西医结合学院,穴位敷贴配合灸法辅助治疗糖尿病足的疗效观察,周忠志* 熊武  杨旭龙,向聪莲
1672-2779（2018）-20-0152-03,王琦,二等奖,吉林农业大学中药材学院,活性生物多肽在皮肤抗衰老方面的研究进展*,都帅 赵全民* 李庆杰*,李庆杰
1672-2779（2018）-15-0099-03,李庆杰,二等奖,长春中医药大学附属医院实验中心,痛风颗粒提取工艺研究,李振华 王琦 都帅 王巍*,位鸿
1672-2779（2018）-04-0082-06,季清华,三等奖,汪清县东光镇卫生院门诊科,民间蔡氏经方论“谷病”与“胰腺病”的临床意义,何乃举 谭长涛 邵爱华 张丽萍 李明松 朴武军 蔡文举,赵志刚
1672-2779（2018）-15-0129-03,李玮,二等奖,北京市海淀区中医医院针灸科,火针联合推拿手法治疗肱骨外上髁炎的临床疗效观察,,张松青
1672-2779（2018）-04-0070-03,赵明瑜,三等奖,山西中医药大学针灸推拿学院专硕研究生2015级,赵杰主任临证运用干姜治疗抑郁症撷要,赵杰 王杰*,李跃进
1672-2779（2018）-06-0055-03,朱建光,二等奖,河南中医药大学药学院,多措并举 推行以文化人工程,李汉伟 刘保庆*,孙孝亚
1672-2779（2018）-07-0146-03,赵越,二等奖,中国医科大学附属第一医院泌尿外科,泌尿外科患者术后行足三里按摩护理对生活质量的影响,,吴巍巍
1672-2779（2018）-07-0091-03,黄倩茹,二等奖,福建省中医药研究院经络研究所,电针“长强”穴对缺血缺氧脑损伤大鼠行为学的影响*,萨喆燕 潘晓华 兰彩莲 万隆 许金森*,陈铭
1672-2779（2018）-20-0107-02,曾长林,二等奖,江西省永修县中医院内科,小青龙汤联合膀胱经姜疗辨证治疗肺胀外寒内饮临床疗效观察,,洤克职
1672-2779（2018）-20-0006-03,谢粤湘,二等奖,湖南中医药大学人文与管理学院,略论中医药文化对外传播中的话语权*,毛英*,肖平
1672-2779（2018）-17-0026-03,李明月,二等奖,天津中医药大学针灸推拿学院，,思政教育融入针灸专业课程教育探析*,徐一兰 陈波* 尚秀葵 韩晓捷,陈泽林
1672-2779（2018）-16-0036-03,张允芝,二等奖,天津中医药大学针灸推拿学院,思政教育融入中医专业教育的实践与研究—以《针灸学》为例*,陈波* 尚秀葵 李明月 韩晓捷,陈泽林
1672-2779（2018）-06-0058-04,倪昊翔,二等奖,南京中医药大学组织部,苏敬、王焘医学教育思想对当前医学教育的启示*,王明强,孙源源
1672-2779（2018）-11-0011-03,王明明,二等奖,南京中医药大学第一临床医学院,慕课理念及PBL教学法在中医儿科学教学中的应用探索,林海凤 张永春*,胡美同
1672-2779（2018）-23-0078-03,许治国,二等奖,河北省唐山市中医医院疼痛科,诸云龙教授治疗膝关节骨性关节炎经验之谈,许志远,刘海涛
1672-2779（2018）-23-0073-03,周铭,三等奖,河北省保定市中医院.糖尿病医院六病区,李丽萍主任医师治疗糖尿病胃轻瘫验案举隅,韩文娟 王久玉,高颜华
1672-2779（2018）-04-0061-02,张亚萌,三等奖,河南中医药大学中医内科学硕士研究生2015级,谈“春夏养阳，秋冬养阴”,周思雨 关徐涛,王冰
1672-2779（2018）-03-0042-03,宋军,三等奖,大连市皮肤病医院银屑病科,银屑病复发的诱发因素的病例对照研究*,王胤童 吴邦辉 刘启贵 吕成志 叶理*,王红梅
1672-2779（2018）-04-0123-03,高丹,三等奖,沈阳市中医院软伤科,针灸推拿联合超短波治疗肩周炎100例临床疗效观察,韩正 杨芳*,商雷
1672-2779（2018）-03-0122-02,高丹,三等奖,沈阳市中医院软伤科,针灸治疗肩周炎机理探讨,韩正 杨芳*,高雷
1672-2779（2018）-19-0125-03,白增华,二等奖,辽宁中医药大学针灸推拿学院针灸基础教研室,穴位贴敷对乙肝患者HAMD指数影响的观察*,谷忠悦 霍素刚 孙博文 韩裕隆 王大伟 周向东 王添乐 马铁明*,荆秦
1672-2779（2018）-23-0110-03,崔相国,二等奖,中国医科大学附属盛京医院睡眠医学中心,银杏叶片治疗老年突发性耳聋的近远期疗效观察,丁晓旭 王萌萌 徐胜群 陈瑜 杨怀安*,杨怀安
1672-2779（2018）-13-0110-03,谢宏纲,二等奖,南昌大学第四附属医院康复医学科,龙氏治脊疗法治疗颈源性高血压病21例临床疗效观察,,汤小敏
1672-2779（2018）-23-0102-03,魏星星,三等奖,江西省南昌市洪都中医院骨伤八科,加味桃红四物汤治疗胫腓骨骨折术后肿胀的疗效以及对骨折愈合的影响,,胡和军
